Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
Technology,Expert,Flexible,High School,Extrovert,Logical,High,Fluent,Collaborative,Exceptional,Doctor
Art,None,Flexible,High School,Introvert,Analytical,None,Average,Visionary,Very High,Data Scientist
Art,Expert,Remote,PhD,Leader,Practical,Medium,Average,Strong,Exceptional,Graphic Designer
Technology,Expert,Team,PhD,Doer,Intuitive,Medium,Fluent,None,Very High,Data Scientist
Art,Expert,Flexible,Bachelors,Introvert,Analytical,High,Poor,Strong,Very High,Marketing Manager
Medicine,Advanced,Flexible,Diploma,Thinker,Logical,Low,Outstanding,Visionary,Low,Software Engineer
Medicine,Intermediate,Flexible,Masters,Extrovert,Intuitive,High,Poor,Moderate,Exceptional,Doctor
Business,Beginner,Solo,PhD,Leader,Logical,Medium,Poor,Strong,Low,Software Engineer
Art,Beginner,Office,High School,Thinker,Analytical,None,Average,None,Very High,Marketing Manager
Art,Expert,Office,Bachelors,Extrovert,Intuitive,None,Average,Visionary,Low,Graphic Designer
Medicine,None,Office,Masters,Doer,Practical,Very High,Poor,Moderate,Exceptional,Data Scientist
Art,Beginner,Flexible,Masters,Doer,Analytical,Low,Poor,Strong,Low,Graphic Designer
Art,Beginner,Flexible,Masters,Doer,Creative,Low,Excellent,Moderate,Exceptional,Graphic Designer
Art,Advanced,Office,Bachelors,Doer,Practical,None,Fluent,Collaborative,Medium,Data Scientist
Medicine,Advanced,Team,High School,Extrovert,Practical,None,Average,None,Very High,Data Scientist
Business,None,Office,High School,Thinker,Analytical,None,Excellent,Strong,High,Graphic Designer
Business,Advanced,Flexible,Bachelors,Extrovert,Intuitive,Medium,Poor,Visionary,Medium,Graphic Designer
Art,Beginner,Flexible,Diploma,Thinker,Logical,Medium,Fluent,Moderate,Low,Data Scientist
Technology,None,Remote,High School,Introvert,Intuitive,None,Fluent,None,Very High,Marketing Manager
Medicine,Advanced,Remote,Bachelors,Extrovert,Creative,Very High,Outstanding,Collaborative,Exceptional,Data Scientist
Technology,Expert,Office,PhD,Leader,Practical,None,Fluent,Strong,Medium,Marketing Manager
Science,Intermediate,Flexible,Diploma,Thinker,Creative,Low,Average,Moderate,High,Marketing Manager
Medicine,Intermediate,Team,Masters,Extrovert,Logical,High,Fluent,Moderate,Exceptional,Doctor
Art,Expert,Solo,Masters,Extrovert,Creative,Very High,Fluent,Collaborative,Very High,Marketing Manager
Technology,Expert,Solo,PhD,Doer,Creative,Very High,Fluent,Strong,Low,Data Scientist
Art,Advanced,Flexible,Bachelors,Introvert,Creative,High,Outstanding,Visionary,High,Software Engineer
Business,Beginner,Team,PhD,Thinker,Practical,Very High,Outstanding,Visionary,High,Software Engineer
Business,None,Remote,Diploma,Doer,Creative,High,Outstanding,Strong,Medium,Software Engineer
Business,Advanced,Office,PhD,Leader,Logical,Low,Fluent,Visionary,Low,Software Engineer
Science,Beginner,Flexible,PhD,Extrovert,Logical,Very High,Fluent,Strong,Medium,Data Scientist
Business,Expert,Remote,Bachelors,Introvert,Practical,Low,Outstanding,Collaborative,Medium,Data Scientist
Art,Advanced,Flexible,Diploma,Thinker,Logical,Very High,Fluent,Moderate,Very High,Software Engineer
Business,Expert,Office,High School,Doer,Creative,None,Outstanding,Strong,Medium,Data Scientist
Medicine,Intermediate,Flexible,Masters,Leader,Practical,High,Poor,Visionary,Low,Graphic Designer
Art,Advanced,Team,PhD,Introvert,Analytical,Medium,Average,None,Medium,Software Engineer
Art,Advanced,Remote,High School,Leader,Practical,None,Poor,Collaborative,Very High,Software Engineer
Medicine,Beginner,Flexible,PhD,Leader,Practical,Medium,Average,Moderate,Low,Marketing Manager
Art,None,Office,PhD,Introvert,Intuitive,None,Outstanding,None,Low,Data Scientist
Science,None,Flexible,Diploma,Doer,Practical,Medium,Outstanding,Moderate,High,Data Scientist
Medicine,Advanced,Team,PhD,Thinker,Intuitive,Low,Fluent,None,Low,Doctor
Art,Advanced,Team,High School,Thinker,Creative,Medium,Outstanding,Strong,Medium,Doctor
Business,Beginner,Remote,Diploma,Thinker,Analytical,High,Average,Moderate,Very High,Software Engineer
Business,Beginner,Office,Masters,Leader,Logical,Low,Excellent,Visionary,Low,Data Scientist
Science,Expert,Solo,Diploma,Leader,Practical,Medium,Outstanding,Collaborative,Medium,Graphic Designer
Medicine,None,Office,Bachelors,Thinker,Creative,Low,Excellent,Collaborative,Exceptional,Data Scientist
Technology,Expert,Flexible,PhD,Doer,Creative,Low,Outstanding,None,High,Marketing Manager
Medicine,Intermediate,Remote,Masters,Extrovert,Practical,Medium,Poor,Strong,Exceptional,Software Engineer
Medicine,Expert,Team,High School,Doer,Intuitive,Low,Outstanding,None,Exceptional,Software Engineer
Science,Intermediate,Flexible,Bachelors,Leader,Analytical,Low,Excellent,Collaborative,Medium,Software Engineer
Business,Intermediate,Office,Masters,Doer,Analytical,Medium,Excellent,Strong,High,Software Engineer
Science,Advanced,Office,Bachelors,Leader,Creative,High,Poor,Strong,Low,Data Scientist
Medicine,Expert,Team,High School,Extrovert,Logical,High,Poor,Moderate,Low,Software Engineer
Technology,Advanced,Remote,High School,Introvert,Intuitive,Very High,Poor,Strong,Very High,Graphic Designer
Medicine,Expert,Solo,PhD,Extrovert,Creative,None,Outstanding,Collaborative,High,Software Engineer
Science,Advanced,Solo,Masters,Doer,Intuitive,Medium,Average,None,Exceptional,Graphic Designer
Science,Intermediate,Solo,Diploma,Thinker,Logical,None,Fluent,Visionary,Exceptional,Software Engineer
Technology,Beginner,Flexible,Diploma,Thinker,Analytical,High,Poor,Strong,Low,Software Engineer
Art,None,Office,Diploma,Leader,Logical,None,Fluent,None,Medium,Graphic Designer
Art,Expert,Flexible,PhD,Thinker,Analytical,Low,Outstanding,Collaborative,High,Software Engineer
Art,Advanced,Office,High School,Introvert,Logical,None,Excellent,Moderate,High,Software Engineer
Business,Expert,Team,PhD,Introvert,Practical,None,Poor,Visionary,Medium,Marketing Manager
Art,Expert,Office,Diploma,Thinker,Analytical,High,Poor,Moderate,Very High,Doctor
Medicine,None,Team,Diploma,Thinker,Intuitive,Medium,Excellent,Moderate,Exceptional,Graphic Designer
Science,Advanced,Solo,Diploma,Doer,Analytical,Very High,Outstanding,Strong,Medium,Marketing Manager
Business,Advanced,Team,Bachelors,Leader,Practical,Low,Fluent,Visionary,Very High,Software Engineer
Technology,Expert,Office,Bachelors,Thinker,Creative,Low,Excellent,Strong,Very High,Graphic Designer
Medicine,Beginner,Remote,Masters,Leader,Intuitive,None,Outstanding,Strong,Low,Data Scientist
Science,Advanced,Solo,Masters,Extrovert,Analytical,Medium,Poor,Moderate,Low,Data Scientist
Art,Beginner,Team,Bachelors,Doer,Creative,Very High,Excellent,Strong,High,Graphic Designer
Medicine,Beginner,Remote,Bachelors,Introvert,Intuitive,High,Outstanding,Collaborative,High,Software Engineer
Medicine,Expert,Flexible,Bachelors,Leader,Creative,High,Excellent,None,Exceptional,Software Engineer
Technology,Intermediate,Team,Diploma,Introvert,Analytical,Low,Average,None,High,Graphic Designer
Medicine,None,Remote,High School,Introvert,Creative,Very High,Average,Collaborative,Low,Data Scientist
Art,Intermediate,Team,Bachelors,Thinker,Analytical,High,Average,Strong,Medium,Graphic Designer
Science,Expert,Solo,Bachelors,Introvert,Logical,Medium,Fluent,Visionary,Medium,Graphic Designer
Technology,Advanced,Solo,PhD,Thinker,Practical,Very High,Poor,Visionary,High,Marketing Manager
Art,Beginner,Solo,PhD,Thinker,Analytical,Very High,Poor,Visionary,Exceptional,Data Scientist
Art,None,Team,Masters,Doer,Analytical,High,Outstanding,Visionary,Exceptional,Doctor
Technology,Intermediate,Solo,Diploma,Leader,Analytical,High,Outstanding,Collaborative,Medium,Marketing Manager
Art,None,Remote,Bachelors,Thinker,Analytical,Low,Excellent,Strong,Low,Software Engineer
Technology,None,Flexible,Masters,Doer,Intuitive,Very High,Fluent,Visionary,Medium,Data Scientist
Science,Advanced,Remote,PhD,Doer,Analytical,Low,Fluent,None,Low,Software Engineer
Art,Beginner,Team,Bachelors,Leader,Creative,None,Fluent,Collaborative,High,Data Scientist
Medicine,Beginner,Flexible,PhD,Leader,Intuitive,None,Fluent,Collaborative,Low,Graphic Designer
Science,Advanced,Remote,High School,Leader,Logical,Very High,Average,Visionary,Exceptional,Software Engineer
Business,Beginner,Office,Masters,Thinker,Practical,None,Outstanding,Strong,Low,Graphic Designer
Art,Expert,Solo,Masters,Extrovert,Logical,High,Outstanding,Strong,Low,Data Scientist
Medicine,Intermediate,Remote,Diploma,Leader,Creative,None,Average,Strong,Medium,Graphic Designer
Technology,Expert,Office,High School,Leader,Creative,High,Poor,None,Medium,Marketing Manager
Science,Expert,Office,Diploma,Doer,Analytical,None,Average,Moderate,Very High,Software Engineer
Science,Intermediate,Team,High School,Introvert,Practical,Very High,Average,Collaborative,Exceptional,Doctor
Science,Advanced,Office,High School,Thinker,Logical,Very High,Poor,Moderate,Very High,Data Scientist
Medicine,None,Office,High School,Introvert,Creative,None,Average,None,Medium,Marketing Manager
Medicine,None,Flexible,Bachelors,Thinker,Intuitive,Low,Fluent,Visionary,High,Doctor
Technology,Intermediate,Solo,Bachelors,Extrovert,Intuitive,None,Poor,Strong,Low,Marketing Manager
Technology,Advanced,Office,Masters,Extrovert,Intuitive,Low,Outstanding,Visionary,Medium,Software Engineer
Science,None,Flexible,High School,Introvert,Logical,High,Fluent,Collaborative,High,Software Engineer
Technology,Expert,Flexible,Masters,Leader,Intuitive,Medium,Outstanding,Strong,High,Graphic Designer
Business,Intermediate,Office,High School,Introvert,Analytical,Medium,Average,Moderate,High,Software Engineer
Science,None,Remote,Diploma,Leader,Practical,None,Excellent,Visionary,High,Data Scientist
Technology,Advanced,Solo,Diploma,Extrovert,Creative,High,Poor,Strong,Low,Marketing Manager
Art,None,Solo,Masters,Leader,Creative,Medium,Fluent,Strong,Exceptional,Marketing Manager
Business,Advanced,Remote,Bachelors,Leader,Practical,High,Poor,None,Medium,Doctor
Technology,Advanced,Office,PhD,Leader,Practical,None,Excellent,Collaborative,Exceptional,Data Scientist
Art,Expert,Office,PhD,Extrovert,Creative,Very High,Excellent,Collaborative,High,Data Scientist
Business,Advanced,Flexible,High School,Leader,Practical,None,Poor,Moderate,Exceptional,Data Scientist
Business,Advanced,Team,Bachelors,Doer,Logical,Very High,Average,Collaborative,Low,Doctor
Art,Beginner,Solo,PhD,Thinker,Analytical,Medium,Outstanding,Moderate,Low,Graphic Designer
Business,None,Team,Diploma,Leader,Logical,None,Fluent,Strong,Low,Software Engineer
Technology,Intermediate,Office,Masters,Introvert,Creative,None,Excellent,Moderate,Medium,Doctor
Business,None,Remote,PhD,Introvert,Logical,High,Poor,Visionary,Medium,Data Scientist
Art,Beginner,Flexible,PhD,Thinker,Creative,Very High,Poor,Strong,High,Marketing Manager
Technology,Beginner,Flexible,PhD,Leader,Creative,High,Fluent,Strong,Exceptional,Data Scientist
Art,Beginner,Solo,PhD,Leader,Logical,Very High,Average,Strong,Very High,Doctor
Science,Expert,Remote,High School,Leader,Logical,Low,Average,Collaborative,Very High,Doctor
Technology,Advanced,Team,Diploma,Thinker,Practical,Very High,Average,None,Very High,Data Scientist
Science,Advanced,Office,Diploma,Doer,Intuitive,Medium,Fluent,None,High,Marketing Manager
Technology,Intermediate,Office,PhD,Doer,Intuitive,Low,Poor,Visionary,Exceptional,Marketing Manager
Medicine,None,Office,High School,Introvert,Intuitive,Medium,Average,Moderate,Low,Doctor
Science,Expert,Remote,PhD,Leader,Logical,Medium,Fluent,Visionary,High,Doctor
Medicine,Expert,Team,PhD,Leader,Logical,Low,Excellent,None,High,Doctor
Science,Beginner,Team,Diploma,Leader,Logical,High,Poor,None,Medium,Doctor
Technology,None,Team,High School,Leader,Practical,Medium,Excellent,Visionary,High,Marketing Manager
Science,Intermediate,Team,Diploma,Extrovert,Practical,None,Average,Strong,High,Software Engineer
Science,Intermediate,Team,High School,Introvert,Logical,Medium,Excellent,Collaborative,Very High,Marketing Manager
Science,Beginner,Office,High School,Doer,Creative,Medium,Outstanding,Collaborative,High,Data Scientist
Business,Advanced,Flexible,PhD,Extrovert,Intuitive,None,Average,Collaborative,High,Software Engineer
Medicine,Intermediate,Office,PhD,Leader,Logical,Low,Excellent,Visionary,Low,Data Scientist
Technology,None,Office,Diploma,Doer,Creative,Medium,Poor,Collaborative,High,Graphic Designer
Technology,Intermediate,Remote,PhD,Introvert,Intuitive,Low,Average,Visionary,High,Marketing Manager
Science,None,Team,Masters,Introvert,Creative,Medium,Outstanding,Collaborative,Very High,Marketing Manager
Art,Intermediate,Solo,Bachelors,Leader,Logical,Low,Outstanding,Visionary,High,Doctor
Business,Advanced,Team,Diploma,Extrovert,Intuitive,Low,Poor,Visionary,Medium,Doctor
Art,Beginner,Office,Masters,Doer,Analytical,None,Excellent,Strong,High,Data Scientist
Science,None,Office,High School,Introvert,Creative,Very High,Fluent,Strong,High,Graphic Designer
Medicine,None,Solo,PhD,Extrovert,Analytical,Low,Fluent,Moderate,Very High,Software Engineer
Science,Advanced,Team,Masters,Introvert,Practical,Low,Outstanding,Visionary,Low,Marketing Manager
Art,Beginner,Flexible,High School,Introvert,Practical,None,Average,Collaborative,Very High,Graphic Designer
Science,Beginner,Office,PhD,Thinker,Analytical,Low,Average,Collaborative,High,Software Engineer
Science,Intermediate,Remote,Diploma,Doer,Logical,Medium,Excellent,Strong,Exceptional,Software Engineer
Business,Beginner,Flexible,Bachelors,Introvert,Intuitive,High,Fluent,Collaborative,Exceptional,Data Scientist
Business,Intermediate,Team,Masters,Leader,Analytical,None,Excellent,Strong,High,Marketing Manager
Technology,Beginner,Flexible,PhD,Extrovert,Intuitive,None,Excellent,Visionary,Exceptional,Graphic Designer
Medicine,Beginner,Flexible,Masters,Thinker,Analytical,None,Outstanding,Collaborative,High,Doctor
Art,Intermediate,Office,Bachelors,Introvert,Logical,High,Poor,Visionary,Medium,Doctor
Business,Expert,Flexible,Diploma,Extrovert,Creative,High,Outstanding,Collaborative,Very High,Marketing Manager
Science,Intermediate,Flexible,PhD,Leader,Analytical,Medium,Excellent,None,Low,Data Scientist
Medicine,Beginner,Office,Diploma,Doer,Analytical,Low,Average,Moderate,Medium,Marketing Manager
Science,Advanced,Flexible,Bachelors,Extrovert,Analytical,Very High,Poor,Strong,Very High,Software Engineer
Art,Beginner,Team,PhD,Doer,Intuitive,Very High,Average,None,Low,Software Engineer
Technology,Advanced,Office,High School,Extrovert,Logical,Medium,Outstanding,Visionary,Very High,Doctor
Technology,Advanced,Flexible,Bachelors,Introvert,Logical,High,Average,Strong,Exceptional,Marketing Manager
Business,Beginner,Solo,PhD,Leader,Logical,None,Excellent,Moderate,Low,Software Engineer
Business,Beginner,Solo,PhD,Doer,Intuitive,High,Excellent,Collaborative,High,Software Engineer
Medicine,Intermediate,Office,High School,Extrovert,Analytical,Low,Excellent,Collaborative,High,Software Engineer
Art,Advanced,Remote,Masters,Leader,Practical,High,Excellent,Strong,High,Doctor
Science,Advanced,Office,Bachelors,Doer,Intuitive,Low,Poor,Collaborative,High,Marketing Manager
Medicine,None,Team,PhD,Leader,Logical,High,Excellent,Moderate,Low,Software Engineer
Business,Beginner,Office,High School,Introvert,Logical,Medium,Fluent,Strong,Exceptional,Software Engineer
Technology,Expert,Flexible,Masters,Thinker,Logical,Medium,Excellent,Visionary,Very High,Doctor
Business,Beginner,Remote,Diploma,Extrovert,Logical,Low,Fluent,Collaborative,Medium,Graphic Designer
Medicine,None,Solo,Masters,Thinker,Analytical,High,Poor,Strong,Medium,Doctor
Medicine,Intermediate,Office,Bachelors,Leader,Creative,None,Poor,Strong,High,Graphic Designer
Medicine,Expert,Office,Masters,Leader,Logical,None,Poor,Visionary,High,Doctor
Medicine,Beginner,Solo,Bachelors,Introvert,Intuitive,Very High,Average,None,High,Doctor
Technology,Expert,Remote,PhD,Doer,Creative,Low,Excellent,Collaborative,Medium,Marketing Manager
Art,Beginner,Remote,PhD,Leader,Analytical,Low,Average,Collaborative,High,Software Engineer
Business,Beginner,Office,PhD,Doer,Creative,High,Fluent,Strong,Low,Graphic Designer
Business,Advanced,Office,Diploma,Thinker,Intuitive,Very High,Average,Visionary,Medium,Software Engineer
Business,Intermediate,Flexible,High School,Introvert,Creative,High,Fluent,Visionary,Medium,Graphic Designer
Art,Advanced,Office,PhD,Thinker,Intuitive,High,Poor,Strong,Medium,Doctor
Art,Intermediate,Flexible,PhD,Thinker,Intuitive,High,Excellent,Moderate,Exceptional,Graphic Designer
Science,None,Solo,High School,Introvert,Logical,Medium,Average,None,Low,Software Engineer
Art,Advanced,Solo,Bachelors,Introvert,Analytical,High,Average,Visionary,Low,Doctor
Technology,Beginner,Remote,Diploma,Introvert,Intuitive,None,Excellent,Collaborative,High,Software Engineer
Technology,None,Solo,Diploma,Introvert,Creative,Very High,Average,None,Very High,Graphic Designer
Science,Expert,Team,Bachelors,Extrovert,Intuitive,High,Average,None,Very High,Marketing Manager
Business,Advanced,Remote,Bachelors,Doer,Intuitive,None,Fluent,Visionary,Medium,Marketing Manager
Technology,Expert,Flexible,Masters,Extrovert,Intuitive,Very High,Excellent,Collaborative,Low,Software Engineer
Business,None,Solo,High School,Introvert,Logical,Low,Average,Collaborative,Low,Data Scientist
Science,Intermediate,Office,Bachelors,Leader,Creative,None,Poor,Strong,High,Graphic Designer
Art,Beginner,Solo,Masters,Extrovert,Intuitive,High,Fluent,Moderate,Medium,Data Scientist
Art,None,Office,High School,Introvert,Creative,High,Poor,Visionary,Very High,Doctor
Art,None,Flexible,Diploma,Thinker,Intuitive,High,Poor,Visionary,Exceptional,Doctor
Art,Intermediate,Team,PhD,Introvert,Intuitive,Very High,Fluent,None,Exceptional,Marketing Manager
